1610613341,1610613341,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,459,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,537,1610613342,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,606,1610613342,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,606,1610613345,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,1610613344,609,590,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
480,572,572,573,572,572,572,572,572,572,572,572,572,572,574,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,485,572,572,572,572,572,573,572,572,572,572,572,572,574,574,572,572,572,572,572,572,549,572,572,572,572,575,572,572,572,572,572,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,537,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,605,-1073741219,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,549,573,572,572,572,572,572,572,605,-1073741215,610,572,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,-1073741214,538,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
506,572,548,572,575,575,572,572,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,573,572,572,572,549,549,572,572,572,572,572,572,572,572,572,572,573,572,572,572,549,574,572,572,572,572,572,572,572,572,572,573,572,572,572,572,572,572,574,572,572,572,485,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,549,572,572,572,572,572,572,572,573,572,572,572,572,572,574,572,572,572,511,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,1610613343,-1610612130,-1073741219,572,572,549,549,572,572,572,549,575,572,572,572,572,572,573,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,548,572,572,572,572,572,572,572,572,572,572,572,572,574,574,572,572,572,572,572,572,572,572,572,572,572,572,573,548,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,575,549,575,549,572,572,549,549,572,575,574,574,572,572,572,572,572,574,575,548,573,572,-1073741217,606,-1073741216,572,572,572,572,572,572,572,572,572,572,572,572,574,576,572,572,572,572,572,572,572,572,572,572,572,572,572,572,573,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,573,572,572,573,572,563,564,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
532,572,572,572,575,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,511,572,572,572,572,549,572,572,572,572,572,572,572,575,572,572,572,572,572,549,549,573,574,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,574,572,572,572,572,572,572,549,574,572,572,575,572,572,572,572,572,572,572,572,549,549,572,572,572,572,572,485,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,605,1610613342,-1610612129,572,572,572,572,572,572,572,572,572,572,572,573,572,572,572,572,572,572,549,572,572,572,572,572,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,573,574,576,572,572,572,572,572,572,572,572,572,572,572,572,572,575,576,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,575,572,572,549,573,549,572,572,576,572,572,572,468,469,470,572,572,548,572,572,572,572,605,-1073741216,572,572,572,572,572,572,572,574,574,572,572,572,572,572,572,572,548,572,572,572,575,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,576,572,572,572,572,572,572,575,576,572,572,572,572,572,589,605,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
480,572,548,572,548,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,537,572,572,572,572,549,572,572,574,549,572,572,549,572,572,549,572,572,572,549,572,572,574,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,537,-1073741219,576,576,576,576,576,576,576,576,576,575,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,572,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,575,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,574,549,576,576,576,576,576,576,576,576,576,605,-1073741219,572,572,576,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,573,572,572,572,572,572,572,572,572,572,576,572,572,549,574,572,572,572,572,572,575,572,572,572,572,572,572,572,573,574,574,572,548,572,572,572,576,574,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,572,574,574,572,572,572,572,572,572,572,572,572,572,573,549,575,572,572,572,572,572,574,573,548,572,572,572,468,469,500,495,496,572,548,576,549,572,572,572,605,-1073741216,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,575,572,572,572,572,572,572,572,572,572,572,575,574,576,572,572,572,572,572,572,572,572,573,573,572,572,572,572,538,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
506,572,572,572,572,572,549,572,572,572,572,572,572,572,549,549,572,572,572,572,549,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,549,549,572,572,572,549,572,572,549,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,549,572,572,572,574,572,572,572,572,572,572,572,485,572,572,572,572,549,572,572,574,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,549,549,572,572,549,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,511,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,574,573,576,576,576,576,575,576,576,576,576,576,549,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,549,576,576,576,576,576,576,576,576,576,576,576,1610613343,-1610612130,-1073741219,572,572,572,572,572,572,572,572,572,572,573,549,548,574,549,575,548,572,572,572,572,572,572,572,572,572,572,572,572,572,548,572,572,572,572,572,574,572,572,572,572,572,572,574,572,572,572,575,574,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,574,573,572,572,549,576,572,572,572,572,468,500,495,495,495,496,572,573,572,572,575,549,572,605,-1073741216,572,572,572,572,548,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,549,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,563,564,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
532,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,574,572,572,572,572,573,572,572,572,572,572,572,574,572,572,549,572,572,549,572,572,572,572,572,511,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,572,572,572,572,549,572,572,572,572,574,572,572,572,572,549,572,572,575,572,572,549,572,572,572,572,572,572,573,572,572,572,572,549,549,549,574,572,572,572,572,573,572,572,572,572,485,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,605,1610613342,-1610612129,572,573,548,572,572,572,572,574,575,576,548,548,548,572,576,574,572,572,572,572,572,572,572,575,575,572,574,549,572,572,572,572,572,572,572,549,572,572,572,549,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,572,572,572,572,572,572,576,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,548,575,576,572,572,574,576,572,572,575,572,572,520,474,495,495,473,522,576,548,573,576,549,572,572,605,-1073741216,548,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,576,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,572,572,572,589,590,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
480,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,537,572,572,572,572,549,572,572,572,572,572,572,572,572,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,537,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,605,-1073741219,572,572,572,572,572,572,572,572,572,572,572,572,572,575,575,572,572,572,573,572,572,572,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,573,572,572,572,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,548,574,572,572,572,572,572,572,572,572,549,572,572,549,576,572,572,572,520,521,521,522,576,574,572,572,548,572,572,572,605,-1073741216,572,572,572,572,572,572,573,575,572,572,572,572,572,575,572,572,572,572,573,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,-1073741233,605,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
506,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,485,572,572,572,572,549,572,549,549,572,572,572,549,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,511,-1073741219,576,576,576,576,576,576,576,576,576,549,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,549,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,605,-1073741219,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,575,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,548,574,572,572,576,573,576,575,573,572,572,572,572,572,572,573,572,572,549,573,572,572,572,605,-1073741216,572,572,572,572,572,572,572,574,572,572,572,572,572,575,572,572,572,572,574,573,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,538,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
532,572,572,572,549,572,572,572,549,572,572,572,572,572,572,442,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,444,572,572,572,572,572,572,572,572,511,572,572,572,572,573,549,549,572,572,572,572,573,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,573,485,-1073741219,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,446,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,444,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,1610613343,-1610612131,-1610612130,-1073741219,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,574,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,549,549,572,572,572,572,572,572,572,573,576,548,574,573,572,572,573,572,572,572,572,548,572,572,572,573,575,573,572,572,572,605,-1073741216,572,572,572,572,572,572,572,572,572,572,572,572,572,549,572,572,572,572,572,572,572,572,572,572,572,572,442,443,443,443,443,443,444,572,572,572,572,572,572,572,572,572,574,548,572,572,572,572,572,572,572,572,572,572,563,564,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1610613342,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,1610613341,606,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
